"flujo_codigo";"flujo_nombre";"periodo_anio";"periodo_mes";"pais_codigo";"pais_nombre";"taric";"euros";"kilos";
"E";"Exportación";"1999";"";"660";"Afganistán";"37";"75650,24";"10116";
"E";"Exportación";"1999";"";"660";"Afganistán";"95";"4071,62";"1490";
"E";"Exportación";"1999";"";"070";"Albania";"02";"1493328,13";"1654259";
"E";"Exportación";"1999";"";"070";"Albania";"04";"212151,42";"555250";
"E";"Exportación";"1999";"";"070";"Albania";"07";"3938,12";"4592";
"E";"Exportación";"1999";"";"070";"Albania";"08";"2483,68";"5510";
"E";"Exportación";"1999";"";"070";"Albania";"09";"4270,17";"784";
"E";"Exportación";"1999";"";"070";"Albania";"10";"360,61";"1000";
"E";"Exportación";"1999";"";"070";"Albania";"11";"480792,41";"3842600";
"E";"Exportación";"1999";"";"070";"Albania";"16";"28706,78";"23777";
"E";"Exportación";"1999";"";"070";"Albania";"17";"1682180,59";"6570772";
"E";"Exportación";"1999";"";"070";"Albania";"18";"49528,76";"14758";
"E";"Exportación";"1999";"";"070";"Albania";"19";"7315,77";"12928";
"E";"Exportación";"1999";"";"070";"Albania";"20";"48217,71";"241117";
"E";"Exportación";"1999";"";"070";"Albania";"21";"86184,46";"40134";
"E";"Exportación";"1999";"";"070";"Albania";"22";"88663,42";"453103,5";
"E";"Exportación";"1999";"";"070";"Albania";"25";"18137,34";"548040";
"E";"Exportación";"1999";"";"070";"Albania";"27";"970371,3";"13221000";
"E";"Exportación";"1999";"";"070";"Albania";"30";"334211,55";"337329";
"E";"Exportación";"1999";"";"070";"Albania";"32";"2456,64";"74460";
"E";"Exportación";"1999";"";"070";"Albania";"33";"67446,1";"47368";
"E";"Exportación";"1999";"";"070";"Albania";"34";"6816,23";"10890";
"E";"Exportación";"1999";"";"070";"Albania";"38";"33403,46";"5299";
"E";"Exportación";"1999";"";"070";"Albania";"39";"163434,74";"146090";
"E";"Exportación";"1999";"";"070";"Albania";"44";"126718,23";"471763";
"E";"Exportación";"1999";"";"070";"Albania";"61";"1202,02";"2127";
"E";"Exportación";"1999";"";"070";"Albania";"62";"661,11";"1500";
"E";"Exportación";"1999";"";"070";"Albania";"63";"39400,66";"8907";
"E";"Exportación";"1999";"";"070";"Albania";"64";"1202,02";"2060";
"E";"Exportación";"1999";"";"070";"Albania";"69";"6636598,18";"42004568,71";
"E";"Exportación";"1999";"";"070";"Albania";"72";"9015,18";"75180";
"E";"Exportación";"1999";"";"070";"Albania";"73";"3042,92";"14000";
