"flujo_codigo";"flujo_nombre";"periodo_anio";"periodo_mes";"pais_codigo";"pais_nombre";"taric";"euros";"kilos";
"I";"Importación";"2002";"";"660";"Afganistán";"07";"7402";"47600";
"I";"Importación";"2002";"";"660";"Afganistán";"15";"41897";"57331";
"I";"Importación";"2002";"";"660";"Afganistán";"39";"110853";"153565";
"I";"Importación";"2002";"";"660";"Afganistán";"45";"6496";"5840";
"I";"Importación";"2002";"";"660";"Afganistán";"57";"322976,09";"8535";
"I";"Importación";"2002";"";"660";"Afganistán";"70";"401";"150";
"I";"Importación";"2002";"";"660";"Afganistán";"84";"9278,31";"1315";
"I";"Importación";"2002";"";"660";"Afganistán";"85";"3786";"400";
"I";"Importación";"2002";"";"660";"Afganistán";"99";"1803,04";"3100";
"I";"Importación";"2002";"";"070";"Albania";"01";"66242,51";"32605";
"I";"Importación";"2002";"";"070";"Albania";"07";"2322";"1200";
"I";"Importación";"2002";"";"070";"Albania";"08";"26875";"35596,23";
"I";"Importación";"2002";"";"070";"Albania";"09";"141823";"147535";
"I";"Importación";"2002";"";"070";"Albania";"12";"170745,22";"110907";
"I";"Importación";"2002";"";"070";"Albania";"38";"36107";"20049";
"I";"Importación";"2002";"";"070";"Albania";"39";"6899,78";"1865";
"I";"Importación";"2002";"";"070";"Albania";"40";"748";"71";
"I";"Importación";"2002";"";"070";"Albania";"41";"25766";"9000";
"I";"Importación";"2002";"";"070";"Albania";"48";"7237,8";"12063";
"I";"Importación";"2002";"";"070";"Albania";"49";"428,26";"11";
"I";"Importación";"2002";"";"070";"Albania";"54";"13003";"684";
"I";"Importación";"2002";"";"070";"Albania";"61";"17714";"0";
"I";"Importación";"2002";"";"070";"Albania";"62";"115314";"1258";
"I";"Importación";"2002";"";"070";"Albania";"63";"5068,16";"392";
"I";"Importación";"2002";"";"070";"Albania";"68";"1086";"1";
"I";"Importación";"2002";"";"070";"Albania";"69";"170";"2";
"I";"Importación";"2002";"";"070";"Albania";"71";"71,52";"1";
"I";"Importación";"2002";"";"070";"Albania";"73";"57526,44";"95330";
"I";"Importación";"2002";"";"070";"Albania";"82";"414,24";"8";
"I";"Importación";"2002";"";"070";"Albania";"83";"1034";"23";
"I";"Importación";"2002";"";"070";"Albania";"84";"159338,43";"24342,97";
"I";"Importación";"2002";"";"070";"Albania";"85";"104211,13";"13278,72";
"I";"Importación";"2002";"";"070";"Albania";"87";"5218";"1445";
"I";"Importación";"2002";"";"070";"Albania";"90";"7775";"332";
"I";"Importación";"2002";"";"070";"Albania";"94";"3960";"125";
"I";"Importación";"2002";"";"070";"Albania";"95";"61";"2";
"I";"Importación";"2002";"";"070";"Albania";"96";"5";"3";
"I";"Importación";"2002";"";"070";"Albania";"97";"9782,83";"4";
"I";"Importación";"2002";"";"004";"Alemania";"01";"40177460,97";"18229650,5";
"I";"Importación";"2002";"";"004";"Alemania";"02";"93233724,73";"28489275,23";
"I";"Importación";"2002";"";"004";"Alemania";"03";"20429694,87";"4393892,63";
"I";"Importación";"2002";"";"004";"Alemania";"04";"192968851,36";"135746549,38";
"I";"Importación";"2002";"";"004";"Alemania";"05";"11129547,68";"2954987,16";
"I";"Importación";"2002";"";"004";"Alemania";"06";"994549,89";"519398,63";
"I";"Importación";"2002";"";"004";"Alemania";"07";"11829397,65";"16054836,97";
"I";"Importación";"2002";"";"004";"Alemania";"08";"16222504,7";"20399704,53";
"I";"Importación";"2002";"";"004";"Alemania";"09";"26943996,1";"15900432,95";
"I";"Importación";"2002";"";"004";"Alemania";"10";"63826649,53";"454911660,44";
"I";"Importación";"2002";"";"004";"Alemania";"11";"15370223,64";"32830112,56";
"I";"Importación";"2002";"";"004";"Alemania";"12";"13841647,97";"5198371,65";
"I";"Importación";"2002";"";"004";"Alemania";"13";"11520615,01";"1581107,01";
"I";"Importación";"2002";"";"004";"Alemania";"14";"91389,98";"57624,32";
"I";"Importación";"2002";"";"004";"Alemania";"15";"23824467,93";"32947682,32";
"I";"Importación";"2002";"";"004";"Alemania";"16";"46389327,3";"13578239,57";
"I";"Importación";"2002";"";"004";"Alemania";"17";"82066954,58";"115193649,12";
"I";"Importación";"2002";"";"004";"Alemania";"18";"41114925,2";"17793499,42";
"I";"Importación";"2002";"";"004";"Alemania";"19";"114494740,56";"61834226,37";
"I";"Importación";"2002";"";"004";"Alemania";"20";"71870414,82";"78199851,54";
"I";"Importación";"2002";"";"004";"Alemania";"21";"90539649,89";"42648758,85";
"I";"Importación";"2002";"";"004";"Alemania";"22";"85289639,88";"7869589,54";
"I";"Importación";"2002";"";"004";"Alemania";"23";"23104843,99";"36706250,8";
"I";"Importación";"2002";"";"004";"Alemania";"24";"660557897,15";"31605792,39";
"I";"Importación";"2002";"";"004";"Alemania";"25";"23435645,19";"197973763,55";
"I";"Importación";"2002";"";"004";"Alemania";"26";"5695502,21";"9738153";
"I";"Importación";"2002";"";"004";"Alemania";"27";"144194662,66";"739322999,19";
"I";"Importación";"2002";"";"004";"Alemania";"28";"123076029,47";"185645090,77";
"I";"Importación";"2002";"";"004";"Alemania";"29";"876305595,35";"398078850,28";
"I";"Importación";"2002";"";"004";"Alemania";"30";"1195539239,41";"75874605,4";
"I";"Importación";"2002";"";"004";"Alemania";"31";"30157529,13";"159810619,45";
"I";"Importación";"2002";"";"004";"Alemania";"32";"312252639,96";"84939213,24";
"I";"Importación";"2002";"";"004";"Alemania";"33";"179519411,63";"59395621,58";
"I";"Importación";"2002";"";"004";"Alemania";"34";"153520476,58";"113954514,56";
"I";"Importación";"2002";"";"004";"Alemania";"35";"61289790,77";"20747862,94";
"I";"Importación";"2002";"";"004";"Alemania";"36";"1846192,47";"1513276,72";
"I";"Importación";"2002";"";"004";"Alemania";"37";"100809388,67";"12338602,75";
"I";"Importación";"2002";"";"004";"Alemania";"38";"477224821,91";"178468483,94";
"I";"Importación";"2002";"";"004";"Alemania";"39";"1353332430,34";"767679268,93";
"I";"Importación";"2002";"";"004";"Alemania";"40";"445613487,93";"134112992,57";
"I";"Importación";"2002";"";"004";"Alemania";"41";"28332811,84";"14171544,34";
"I";"Importación";"2002";"";"004";"Alemania";"42";"19829056,24";"1071535,99";
"I";"Importación";"2002";"";"004";"Alemania";"43";"2762602,86";"26189,48";
"I";"Importación";"2002";"";"004";"Alemania";"44";"143118043,88";"224041174,64";
"I";"Importación";"2002";"";"004";"Alemania";"45";"380613,83";"84587,98";
"I";"Importación";"2002";"";"004";"Alemania";"46";"680838,15";"103138,28";
"I";"Importación";"2002";"";"004";"Alemania";"47";"17050845,24";"44719073,6";
"I";"Importación";"2002";"";"004";"Alemania";"48";"520231841,45";"472802989,51";
"I";"Importación";"2002";"";"004";"Alemania";"49";"88978511,55";"12663541,81";
"I";"Importación";"2002";"";"004";"Alemania";"50";"2331846,99";"177639,46";
"I";"Importación";"2002";"";"004";"Alemania";"51";"13420413,92";"1447400,87";
"I";"Importación";"2002";"";"004";"Alemania";"52";"28279022,07";"10373398,15";
"I";"Importación";"2002";"";"004";"Alemania";"53";"1479026,07";"212217,35";
"I";"Importación";"2002";"";"004";"Alemania";"54";"106870671,61";"27902667,79";
"I";"Importación";"2002";"";"004";"Alemania";"55";"71561276,21";"21647197,89";
"I";"Importación";"2002";"";"004";"Alemania";"56";"79712070,01";"23702019,67";
"I";"Importación";"2002";"";"004";"Alemania";"57";"10198822,63";"16977,92";
